iteracion;tiempo (ms);fitness total;fitness 1;fitness 2;fitness 3;fitness 4;tamaño;porcentajeMejora;vecindad.
0;138;0.9584122503640523;0.0;0.9704810789049919;0.9130434782608692;0.6570972886762361;23;100.0;MoveMaxCarga
1;185;0.9584122503640523;0.0;0.9704810789049919;0.9130434782608692;0.6570972886762361;23;100.0;MoveRejilla_1
2;482;0.9584122503640523;0.0;0.9704810789049919;0.9130434782608692;0.6570972886762361;23;100.0;MoveRejilla_2
3;779;0.9584122503640523;0.0;0.9704810789049919;0.9130434782608692;0.6570972886762361;23;100.0;MoveLibre
4;872;0.9584122503640523;0.0;0.9704810789049919;0.9130434782608692;0.6570972886762361;23;100.0;MoveRejilla_3
5;1144;0.9584122503640523;0.0;0.9704810789049919;0.9130434782608692;0.6570972886762361;23;100.0;MoveRejilla_4
6;1238;0.9597301851466612;0.0;0.9753623188405798;0.9130434782608692;0.6570972886762361;23;100.0;MoveRejilla_4
7;1269;0.9597301851466612;0.0;0.9753623188405798;0.9130434782608692;0.6570972886762361;23;100.0;MoveRejilla_5
8;1426;0.9597301851466612;0.0;0.9753623188405798;0.9130434782608692;0.6570972886762361;23;100.0;MoveRejilla_6
9;1488;0.9597301851466612;0.0;0.9753623188405798;0.9130434782608692;0.6570972886762361;23;100.0;MoveMaxCarga
10;1535;0.9597301851466612;0.0;0.9753623188405798;0.9130434782608692;0.6570972886762361;23;100.0;MoveLibre
11;1582;0.9597301851466612;0.0;0.9753623188405798;0.9130434782608692;0.6570972886762361;23;100.0;MoveRejilla_1
12;1863;0.9597301851466612;0.0;0.9753623188405798;0.9130434782608692;0.6570972886762361;23;100.0;MoveRejilla_2
13;2161;0.9597301851466612;0.0;0.9753623188405798;0.9130434782608692;0.6570972886762361;23;100.0;MoveRejilla_3
14;2442;0.9597301851466612;0.0;0.9753623188405798;0.9130434782608692;0.6570972886762361;23;100.0;MoveRejilla_4
15;2489;0.9597301851466612;0.0;0.9753623188405798;0.9130434782608692;0.6570972886762361;23;100.0;MoveRejilla_5
16;2583;0.9604649469523612;0.0;0.9782608695652174;0.9130434782608692;0.6562998405103668;23;100.0;MoveRejilla_5
