iteracion;tiempo (ms);fitness total;fitness 1;fitness 2;fitness 3;fitness 4;tamaño;porcentajeMejora;vecindad.
0;255;0.7192842399732888;0.527537587747561;0.9917874396135267;0.9130434782608692;0.6704260651629073;23;100.0;MoveRejilla_2
1;537;0.7192842399732888;0.527537587747561;0.9917874396135267;0.9130434782608692;0.6704260651629073;23;100.0;MoveRejilla_3
2;803;0.7192842399732888;0.527537587747561;0.9917874396135267;0.9130434782608692;0.6704260651629073;23;100.0;MoveRejilla_4
3;818;0.7192842399732888;0.527537587747561;0.9917874396135267;0.9130434782608692;0.6704260651629073;23;100.0;MoveRejilla_5
4;975;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveRejilla_5
5;1022;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveRejilla_6
6;1068;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveMaxCarga
7;1115;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveLibre
8;1162;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveRejilla_1
9;1413;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveRejilla_2
10;1679;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveRejilla_3
11;1913;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveRejilla_4
12;1991;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveRejilla_5
13;2089;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveRejilla_6
14;2141;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveLibre
15;2192;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveMaxCarga
16;2239;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveRejilla_1
17;2479;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveRejilla_2
18;2729;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveRejilla_3
19;2979;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveRejilla_4
20;3010;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveRejilla_5
21;3072;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveRejilla_6
22;3119;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveMaxCarga
23;3166;0.9611545910230122;0.0;0.9772727272727273;0.9090909090909088;0.6821219715956558;22;100.0;MoveLibre
