iteracion;tiempo (ms);fitness total;fitness 1;fitness 2;fitness 3;fitness 4;tamaño;porcentajeMejora;vecindad.
0;4;0.7645103525299369;0.6294107954785304;0.9787037037037036;0.9047619047619051;0.6208742194469223;21;100.0;MoveRejilla_2
1;8;0.7645103525299369;0.6294107954785304;0.9787037037037036;0.9047619047619051;0.6208742194469223;21;100.0;MoveRejilla_3
2;12;0.7645103525299369;0.6294107954785304;0.9787037037037036;0.9047619047619051;0.6208742194469223;21;100.0;MoveRejilla_4
3;12;0.7645103525299369;0.6294107954785304;0.9787037037037036;0.9047619047619051;0.6208742194469223;21;100.0;MoveRejilla_5
4;12;0.7646019192857665;0.6332780927143661;0.9724867724867725;0.9047619047619051;0.6168599464763604;21;100.0;MoveRejilla_5
5;12;0.7646019192857665;0.6332780927143661;0.9724867724867725;0.9047619047619051;0.6168599464763604;21;100.0;MoveRejilla_6
6;12;0.7646019192857665;0.6332780927143661;0.9724867724867725;0.9047619047619051;0.6168599464763604;21;100.0;MoveLibre
7;12;0.7646019192857665;0.6332780927143661;0.9724867724867725;0.9047619047619051;0.6168599464763604;21;100.0;MoveMaxCarga
8;12;0.7646019192857665;0.6332780927143661;0.9724867724867725;0.9047619047619051;0.6168599464763604;21;100.0;MoveRejilla_1
9;12;0.7646019192857665;0.6332780927143661;0.9724867724867725;0.9047619047619051;0.6168599464763604;21;100.0;MoveRejilla_2
10;12;0.7646019192857665;0.6332780927143661;0.9724867724867725;0.9047619047619051;0.6168599464763604;21;100.0;MoveRejilla_3
11;28;0.7646019192857665;0.6332780927143661;0.9724867724867725;0.9047619047619051;0.6168599464763604;21;100.0;MoveRejilla_4
12;28;0.7646019192857665;0.6332780927143661;0.9724867724867725;0.9047619047619051;0.6168599464763604;21;100.0;MoveRejilla_5
13;28;0.7646019192857665;0.6332780927143661;0.9724867724867725;0.9047619047619051;0.6168599464763604;21;100.0;MoveRejilla_6
14;28;0.7646019192857665;0.6332780927143661;0.9724867724867725;0.9047619047619051;0.6168599464763604;21;100.0;MoveLibre
15;28;0.7648303975893966;0.6360015414719968;0.9671957671957673;0.9047619047619051;0.6208742194469223;21;100.0;MoveLibre
16;28;0.7650177303280229;0.6360015414719968;0.9671957671957673;0.9047619047619051;0.6239964317573595;21;100.0;MoveLibre
17;28;0.7650177303280229;0.6360015414719968;0.9671957671957673;0.9047619047619051;0.6239964317573595;21;100.0;MoveRejilla_1
18;28;0.7650177303280229;0.6360015414719968;0.9671957671957673;0.9047619047619051;0.6239964317573595;21;100.0;MoveRejilla_2
19;43;0.7650177303280229;0.6360015414719968;0.9671957671957673;0.9047619047619051;0.6239964317573595;21;100.0;MoveRejilla_3
20;43;0.7650177303280229;0.6360015414719968;0.9671957671957673;0.9047619047619051;0.6239964317573595;21;100.0;MoveMaxCarga
21;43;0.7650177303280229;0.6360015414719968;0.9671957671957673;0.9047619047619051;0.6239964317573595;21;100.0;MoveRejilla_4
22;43;0.7650177303280229;0.6360015414719968;0.9671957671957673;0.9047619047619051;0.6239964317573595;21;100.0;MoveLibre
23;43;0.7650177303280229;0.6360015414719968;0.9671957671957673;0.9047619047619051;0.6239964317573595;21;100.0;MoveRejilla_5
24;43;0.7669038260459156;0.6392696799811538;0.9644179894179894;0.9047619047619051;0.639607493309545;21;100.0;MoveRejilla_5
25;56;0.7669038260459156;0.6392696799811538;0.9644179894179894;0.9047619047619051;0.639607493309545;21;100.0;MoveRejilla_6
26;57;0.7669038260459156;0.6392696799811538;0.9644179894179894;0.9047619047619051;0.639607493309545;21;100.0;MoveLibre
27;58;0.7669038260459156;0.6392696799811538;0.9644179894179894;0.9047619047619051;0.639607493309545;21;100.0;MoveMaxCarga
28;59;0.7669038260459156;0.6392696799811538;0.9644179894179894;0.9047619047619051;0.639607493309545;21;100.0;MoveRejilla_1
29;62;0.7669038260459156;0.6392696799811538;0.9644179894179894;0.9047619047619051;0.639607493309545;21;100.0;MoveRejilla_2
30;66;0.7669038260459156;0.6392696799811538;0.9644179894179894;0.9047619047619051;0.639607493309545;21;100.0;MoveRejilla_3
31;68;0.7669038260459156;0.6392696799811538;0.9644179894179894;0.9047619047619051;0.639607493309545;21;100.0;MoveMaxCarga
32;68;0.7683797912285936;0.642211004639395;0.9644179894179894;0.9047619047619051;0.6387154326494202;21;100.0;MoveMaxCarga
33;68;0.7683797912285936;0.642211004639395;0.9644179894179894;0.9047619047619051;0.6387154326494202;21;100.0;MoveRejilla_4
34;68;0.7683797912285936;0.642211004639395;0.9644179894179894;0.9047619047619051;0.6387154326494202;21;100.0;MoveRejilla_5
35;68;0.7683797912285936;0.642211004639395;0.9644179894179894;0.9047619047619051;0.6387154326494202;21;100.0;MoveRejilla_6
36;68;0.7683887436945042;0.642211004639395;0.9645502645502646;0.9047619047619051;0.6382694023193577;21;100.0;MoveRejilla_6
37;68;0.7683887436945042;0.642211004639395;0.9645502645502646;0.9047619047619051;0.6382694023193577;21;100.0;MoveMaxCarga
38;68;0.7683887436945042;0.642211004639395;0.9645502645502646;0.9047619047619051;0.6382694023193577;21;100.0;MoveRejilla_1
39;68;0.7683887436945042;0.642211004639395;0.9645502645502646;0.9047619047619051;0.6382694023193577;21;100.0;MoveLibre
40;68;0.7683887436945042;0.642211004639395;0.9645502645502646;0.9047619047619051;0.6382694023193577;21;100.0;MoveRejilla_2
41;84;0.7683887436945042;0.642211004639395;0.9645502645502646;0.9047619047619051;0.6382694023193577;21;100.0;MoveRejilla_3
42;84;0.7683887436945042;0.642211004639395;0.9645502645502646;0.9047619047619051;0.6382694023193577;21;100.0;MoveRejilla_4
43;84;0.7683887436945042;0.642211004639395;0.9645502645502646;0.9047619047619051;0.6382694023193577;21;100.0;MoveRejilla_5
44;84;0.7683887436945042;0.642211004639395;0.9645502645502646;0.9047619047619051;0.6382694023193577;21;100.0;MoveRejilla_6
45;84;0.7683887436945042;0.642211004639395;0.9645502645502646;0.9047619047619051;0.6382694023193577;21;100.0;MoveLibre
46;84;0.7688169328113641;0.642211004639395;0.9645502645502646;0.9047619047619051;0.6454058876003568;21;100.0;MoveLibre
47;84;0.7694054858309282;0.6431369772169895;0.9645502645502646;0.9047619047619051;0.6471900089206066;21;100.0;MoveLibre
48;84;0.7694054858309282;0.6431369772169895;0.9645502645502646;0.9047619047619051;0.6471900089206066;21;100.0;MoveRejilla_1
