iteracion;tiempo (ms);fitness total;fitness 1;fitness 2;fitness 3;fitness 4;tamaño;porcentajeMejora;vecindad.
0;44;0.7749324092232301;0.6582248833342639;0.9628012933568488;0.9047619047619051;0.6164139161462979;21;100.0;MoveMaxCarga
1;168;0.9498326234017247;0.0;0.9581635802469135;0.9000000000000002;0.6021409455842998;20;100.0;MoveMaxCarga
2;590;0.9541178597977996;0.0;0.9720524691358025;0.9000000000000002;0.6110615521855487;20;100.0;MoveMaxCarga
3;699;0.9541178597977996;0.0;0.9720524691358025;0.9000000000000002;0.6110615521855487;20;100.0;MoveLibre
4;829;0.9541178597977996;0.0;0.9720524691358025;0.9000000000000002;0.6110615521855487;20;100.0;MoveMaxCarga
5;891;0.9541178597977996;0.0;0.9720524691358025;0.9000000000000002;0.6110615521855487;20;100.0;MoveRejilla_1
6;1126;0.9541178597977996;0.0;0.9720524691358025;0.9000000000000002;0.6110615521855487;20;100.0;MoveRejilla_2
7;1376;0.9541178597977996;0.0;0.9720524691358025;0.9000000000000002;0.6110615521855487;20;100.0;MoveRejilla_3
8;1610;0.9541178597977996;0.0;0.9720524691358025;0.9000000000000002;0.6110615521855487;20;100.0;MoveRejilla_4
9;1704;0.955663693131133;0.0;0.9777777777777777;0.9000000000000002;0.6110615521855487;20;100.0;MoveRejilla_4
10;1750;0.955663693131133;0.0;0.9777777777777777;0.9000000000000002;0.6110615521855487;20;100.0;MoveRejilla_5
11;1955;0.955663693131133;0.0;0.9777777777777777;0.9000000000000002;0.6110615521855487;20;100.0;MoveLibre
12;2064;0.955663693131133;0.0;0.9777777777777777;0.9000000000000002;0.6110615521855487;20;100.0;MoveRejilla_6
13;2142;0.955663693131133;0.0;0.9777777777777777;0.9000000000000002;0.6110615521855487;20;100.0;MoveMaxCarga
14;2376;0.955663693131133;0.0;0.9777777777777777;0.9000000000000002;0.6110615521855487;20;100.0;MoveRejilla_1
15;2611;0.955663693131133;0.0;0.9777777777777777;0.9000000000000002;0.6110615521855487;20;100.0;MoveLibre
16;2736;0.955663693131133;0.0;0.9777777777777777;0.9000000000000002;0.6110615521855487;20;100.0;MoveMaxCarga
17;2799;0.955663693131133;0.0;0.9777777777777777;0.9000000000000002;0.6110615521855487;20;100.0;MoveRejilla_2
18;3035;0.955663693131133;0.0;0.9777777777777777;0.9000000000000002;0.6110615521855487;20;100.0;MoveRejilla_3
19;3270;0.955663693131133;0.0;0.9777777777777777;0.9000000000000002;0.6110615521855487;20;100.0;MoveRejilla_4
20;3348;0.955663693131133;0.0;0.9777777777777777;0.9000000000000002;0.6110615521855487;20;100.0;MoveRejilla_5
21;3606;0.9590651204281891;0.0;0.9888888888888889;0.9000000000000002;0.6177520071364853;20;100.0;MoveRejilla_5
22;3668;0.9590651204281891;0.0;0.9888888888888889;0.9000000000000002;0.6177520071364853;20;100.0;MoveRejilla_6
23;3731;0.9593595004460304;0.0;0.9888888888888889;0.9000000000000002;0.6226583407671722;20;100.0;MoveRejilla_6
24;3809;0.9593595004460304;0.0;0.9888888888888889;0.9000000000000002;0.6226583407671722;20;100.0;MoveLibre
25;3872;0.9593595004460304;0.0;0.9888888888888889;0.9000000000000002;0.6226583407671722;20;100.0;MoveRejilla_1
26;4075;0.9593595004460304;0.0;0.9888888888888889;0.9000000000000002;0.6226583407671722;20;100.0;MoveMaxCarga
27;4215;0.9593595004460304;0.0;0.9888888888888889;0.9000000000000002;0.6226583407671722;20;100.0;MoveRejilla_2
28;4434;0.9593595004460304;0.0;0.9888888888888889;0.9000000000000002;0.6226583407671722;20;100.0;MoveRejilla_3
29;4654;0.9593595004460304;0.0;0.9888888888888889;0.9000000000000002;0.6226583407671722;20;100.0;MoveRejilla_4
30;4700;0.9593595004460304;0.0;0.9888888888888889;0.9000000000000002;0.6226583407671722;20;100.0;MoveRejilla_5
31;4905;0.9602433095450491;0.0;0.9916666666666667;0.9000000000000002;0.6248884924174845;20;100.0;MoveRejilla_5
32;4967;0.9602433095450491;0.0;0.9916666666666667;0.9000000000000002;0.6248884924174845;20;100.0;MoveRejilla_6
33;5030;0.9602433095450491;0.0;0.9916666666666667;0.9000000000000002;0.6248884924174845;20;100.0;MoveMaxCarga
34;5217;0.9602433095450491;0.0;0.9916666666666667;0.9000000000000002;0.6248884924174845;20;100.0;MoveLibre
