iteracion;tiempo (ms);fitness total;fitness 1;fitness 2;fitness 3;fitness 4;tamaño;porcentajeMejora;vecindad.
0;560;0.6094878151411588;0.4944990341815738;0.9876543209876543;0.3333333333333333;0.5946941783345615;27;100.0;MoveRejilla_2
1;1138;0.6094878151411588;0.4944990341815738;0.9876543209876543;0.3333333333333333;0.5946941783345615;27;100.0;MoveRejilla_3
2;1717;0.6094878151411588;0.4944990341815738;0.9876543209876543;0.3333333333333333;0.5946941783345615;27;100.0;MoveRejilla_4
3;1748;0.6094878151411588;0.4944990341815738;0.9876543209876543;0.3333333333333333;0.5946941783345615;27;100.0;MoveMaxCarga
4;2230;0.9203077970195693;0.0;0.9346193415637859;0.7499999999999998;0.5910095799557848;24;100.0;MoveMaxCarga
5;2402;0.939715861172521;0.0;0.9166923868312757;0.9166666666666663;0.578481945467944;24;100.0;MoveMaxCarga
6;2449;0.9397600763530664;0.0;0.9166923868312757;0.9166666666666663;0.5792188651436994;24;100.0;MoveMaxCarga
7;2543;0.9409348337836732;0.0;0.9218621399176954;0.9166666666666663;0.5755342667649226;24;100.0;MoveMaxCarga
8;2590;0.9409348337836732;0.0;0.9218621399176954;0.9166666666666663;0.5755342667649226;24;100.0;MoveRejilla_5
9;2700;0.9409348337836732;0.0;0.9218621399176954;0.9166666666666663;0.5755342667649226;24;100.0;MoveRejilla_6
10;2746;0.9409348337836732;0.0;0.9218621399176954;0.9166666666666663;0.5755342667649226;24;100.0;MoveMaxCarga
11;2840;0.9409348337836732;0.0;0.9218621399176954;0.9166666666666663;0.5755342667649226;24;100.0;MoveLibre
12;2887;0.9409348337836732;0.0;0.9218621399176954;0.9166666666666663;0.5755342667649226;24;100.0;MoveLibre
13;2981;0.9409348337836732;0.0;0.9218621399176954;0.9166666666666663;0.5755342667649226;24;100.0;MoveRejilla_1
14;3419;0.9409348337836732;0.0;0.9218621399176954;0.9166666666666663;0.5755342667649226;24;100.0;MoveRejilla_2
15;3882;0.9409348337836732;0.0;0.9218621399176954;0.9166666666666663;0.5755342667649226;24;100.0;MoveMaxCarga
16;3928;0.9409348337836732;0.0;0.9218621399176954;0.9166666666666663;0.5755342667649226;24;100.0;MoveRejilla_3
17;4397;0.9409348337836732;0.0;0.9218621399176954;0.9166666666666663;0.5755342667649226;24;100.0;MoveRejilla_4
18;4560;0.9540667782281175;0.0;0.9242026748971193;0.9999999999999996;0.5755342667649226;24;100.0;MoveRejilla_4
19;4685;0.9553306671170064;0.0;0.928883744855967;0.9999999999999996;0.5755342667649226;24;100.0;MoveRejilla_4
20;4731;0.9553306671170064;0.0;0.928883744855967;0.9999999999999996;0.5755342667649226;24;100.0;MoveRejilla_5
21;4841;0.9553306671170064;0.0;0.928883744855967;0.9999999999999996;0.5755342667649226;24;100.0;MoveRejilla_6
22;4888;0.9553306671170064;0.0;0.928883744855967;0.9999999999999996;0.5755342667649226;24;100.0;MoveMaxCarga
23;4934;0.9553306671170064;0.0;0.928883744855967;0.9999999999999996;0.5755342667649226;24;100.0;MoveLibre
24;4981;0.9553306671170064;0.0;0.928883744855967;0.9999999999999996;0.5755342667649226;24;100.0;MoveMaxCarga
